species,country_of_origin,region,processing_method,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points,moisture,color,altitude_low_meters,altitude_high_meters,altitude_mean_meters,grading_date,total_cup_points,owner,variety,altitude
Arabica,Mexico,la concordia,Semi-washed / Semi-pulped,7.92,7.5,7.33,7.58,7.25,7.42,10,10,10,7.5,0.11,NA,1650,1650,1650,"June 7th, 2012",82.5,enrique eduardo lopez aguilar,Typica,1650
Arabica,Guatemala,oriente,Natural / Dry,7.67,7.33,7.33,7.33,7.5,7.83,10,10,10,7.5,0.11,Green,NA,NA,NA,"March 26th, 2012",82.5,juan luis alvarado romero,Caturra,NA
Arabica,Brazil,carmo de minas,Semi-washed / Semi-pulped,7.67,7.42,7.33,7.67,7.5,7.5,10,10,10,7.42,0,Blue-Green,1250,1250,1250,"March 16th, 2012",82.5,jacques pereira carneiro,Bourbon,1.250 m
Arabica,Colombia,huila,Washed / Wet,7.67,7.5,7.33,7.5,7.25,7.67,10,10,10,7.58,0.11,Green,1600,1950,1775,"March 5th, 2012",82.5,racafe & cia s.c.a,Caturra,de 1.600 a 1.950 msnm
Arabica,United States (Hawaii),kona,Washed / Wet,7.33,7.42,7.33,7.75,7.42,7.67,10,10,10,7.58,0.12,Green,NA,NA,NA,"February 23rd, 2012",82.5,kona pacific farmers cooperative,Hawaiian Kona,NA
Arabica,Guatemala,huehuetenango,NA,7.75,7.58,7.67,7.67,7.58,7.58,9.33,10,10,7.33,0.01,NA,1600,1600,1600,"July 23rd, 2010",82.5,adam kline,NA,1600
Arabica,Honduras,"comayagua, honduras",Washed / Wet,7.42,7.67,7.17,7.58,7.58,7.5,10,10,10,7.5,0.12,Green,1500,1500,1500,"September 27th, 2017",82.42,brian beck,Other,1500
Arabica,Guatemala,san marcos,Washed / Wet,7.58,7.5,7.33,7.75,7.33,7.5,10,10,10,7.42,0.1,Green,1700,1700,1700,"September 8th, 2017",82.42,juan luis alvarado romero,Bourbon,1700
Arabica,Guatemala,san marcos,Washed / Wet,7.67,7.58,7.25,7.67,7.42,7.33,10,10,10,7.5,0.12,Green,1700,1700,1700,"June 1st, 2017",82.42,juan luis alvarado romero,Bourbon,1700
Arabica,Guatemala,el progreso,Washed / Wet,7.58,7.5,7.25,7.67,7.5,7.5,10,10,10,7.42,0.12,Green,157.8864,157.8864,157.8864,"June 1st, 2017",82.42,juan luis alvarado romero,Bourbon,518
Arabica,Guatemala,santa rosa,Washed / Wet,7.5,7.42,7.08,7.75,7.67,7.5,10,10,10,7.5,0.11,Green,NA,NA,NA,"January 20th, 2017",82.42,juan luis alvarado romero,Caturra,NA
Arabica,Colombia,guayata,Washed / Wet,5.08,7.75,7.83,7.75,7.83,8.08,10,10,10,8.08,0.11,Green,1600,1600,1600,"August 5th, 2016",82.42,racafe & cia s.c.a,Caturra,1600
Arabica,China,yunnan,Washed / Wet,7.67,7.42,7.42,7.5,7.42,7.42,10,10,10,7.58,0.1,Green,1600,1600,1600,"April 6th, 2016",82.42,yunnan coffee exchange,Catimor,1600
Arabica,Brazil,campos altos - cerrado,NA,7.42,7.5,7.33,7.5,7.25,7.42,10,10,10,8,0.11,Green,NA,NA,NA,"January 12th, 2016",82.42,bourbon specialty coffees,NA,NA
Arabica,"Tanzania, United Republic Of",arusha meru,Washed / Wet,7.67,7.25,7.42,7.42,7.67,7.42,10,10,10,7.58,0.13,Green,2285,2285,2285,"November 16th, 2015",82.42,gladness obed pallangyo,Ruiru 11,2285
Arabica,Brazil,south of minas,Natural / Dry,7.17,7.83,7.33,7.5,7.75,7.42,10,10,10,7.42,0,Green,1,1,1,"October 8th, 2015",82.42,ipanema coffees,Yellow Bourbon,1
Arabica,Guatemala,atitlan,Washed / Wet,7.5,7.5,7.5,7.67,7.42,7.5,10,10,10,7.33,0.1,Green,1400,1400,1400,"December 18th, 2014",82.42,the coffee source inc.,Caturra,1400 mts
Arabica,Mexico,la yerba,Washed / Wet,7.42,7.5,7.42,7.58,7.42,7.5,10,10,10,7.58,0.11,Green,1296,1296,1296,"August 14th, 2014",82.42,productos y servicios chilindron s.a. de c.v.,Typica,1296
Arabica,Brazil,south of minas,Semi-washed / Semi-pulped,7.58,7.67,7.33,7.5,7.5,7.42,10,10,10,7.42,0.12,Blue-Green,1000,1000,1000,"May 8th, 2014",82.42,nucoffee,Catuai,1000m
Arabica,Peru,peru,Washed / Wet,7.58,7.58,7.58,7.75,7.5,7.58,9.33,10,10,7.5,0,Green,NA,NA,NA,"January 21st, 2014",82.42,dane loraas,NA,huanuco
Arabica,Brazil,south of minas,Natural / Dry,7.25,7.33,7.25,7.5,7.42,7.5,10,10,10,8.17,0,Green,1260,1260,1260,"December 30th, 2013",82.42,ipanema coffees,Yellow Bourbon,1260
Arabica,Mexico,veracruz,Washed / Wet,7.5,7.58,7.5,7.92,7.42,7.67,9.33,10,10,7.5,0.12,Green,1170,1170,1170,"December 12th, 2013",82.42,manuel herrera juarez,Bourbon,1170
Arabica,Honduras,NA,Washed / Wet,7.25,7.67,7.42,7.17,7.75,7.5,10,10,10,7.67,0.09,None,NA,NA,NA,"December 10th, 2013",82.42,brent hall,NA,NA
Arabica,Colombia,huila,Washed / Wet,7.67,7.42,7.33,7.5,7.58,7.5,10,10,10,7.42,0.11,Green,1600,1950,1775,"May 31st, 2013",82.42,racafe & cia s.c.a,Caturra,de 1600 a 1950 msnm
Arabica,Mexico,chiapas,Washed / Wet,7.5,7.42,7.42,7.67,7.42,7.58,10,10,10,7.42,0.12,Green,1560,1560,1560,"March 29th, 2013",82.42,nestor mendez gomez,Typica,1560
Arabica,Mexico,san pedro cotzilnam,Semi-washed / Semi-pulped,7.42,7.58,7.5,7.42,7.58,7.5,10,10,10,7.42,0.13,Green,1400,1400,1400,"September 11th, 2012",82.42,jesus salazar velasco,Typica,1400
Arabica,Mexico,coatepec,Washed / Wet,7.42,7.58,7.33,7.58,7.5,7.5,10,10,10,7.5,0.14,Green,1300,1300,1300,"September 10th, 2012",82.42,"el equimite, cafetal biodinámico",Typica,1300
Arabica,Mexico,xalapa,Washed / Wet,7.75,7.33,7.25,7.58,7.58,7.33,10,10,10,7.58,0.13,Green,1170,1170,1170,"August 31st, 2012",82.42,manuel herrera juarez,Caturra,1170
Arabica,Mexico,zihuatanejo de azueta,Washed / Wet,7.5,7.58,7.33,7.5,7.5,7.5,10,10,10,7.5,0.11,Green,1300,1300,1300,"July 25th, 2012",82.42,dario cesar galeana sanchez,Typica,1300
Arabica,Mexico,veracruz,Washed / Wet,7.58,7.58,7.17,7.5,7.5,7.5,10,10,10,7.58,0.14,Green,1350,1350,1350,"July 11th, 2012",82.42,jose daniel cobilt castro,Pacamara,1350
Arabica,Mexico,xicotepec de juarez,Washed / Wet,7.58,7.33,7.33,7.58,7.5,7.5,10,10,10,7.58,0.11,Green,1150,1150,1150,"July 3rd, 2012",82.42,alvaro quiros perez,Caturra,1150
Arabica,Mexico,progreso santa rosa teocelo,Washed / Wet,7.67,7.58,7.33,7.42,7.58,7.33,10,10,10,7.5,0.13,NA,1250,1250,1250,"June 6th, 2012",82.42,olivia hernandez virves,Bourbon,1250
Arabica,Mexico,fln mirador,Washed / Wet,7.83,7.5,7.42,7.67,7.17,7.33,10,10,10,7.5,0.12,Bluish-Green,1450,1450,1450,"April 9th, 2012",82.42,finca las nieves,Typica,1450
Arabica,Colombia,huila,Natural / Dry,7.67,7.33,7.25,7.42,7.5,7.67,10,10,10,7.58,0,NA,442,442,442,"January 31st, 2012",82.42,carcafe ltda ci,Caturra,442 msnm
Arabica,Brazil,south of minas,Natural / Dry,7.75,7.5,7.42,7.42,7.5,7.42,10,10,10,7.42,0.11,Blue-Green,NA,NA,NA,"January 23rd, 2012",82.42,nucoffee,Arusha,NA
Arabica,Colombia,huila,Washed / Wet,7.33,7.58,7.17,7.58,7.42,7.58,10,10,10,7.75,0,Green,1750,1750,1750,"December 22nd, 2011",82.42,exportadora de cafe condor s.a,Caturra,1750
Arabica,Colombia,huila,NA,7.58,7.25,7.42,7.25,7.58,7.83,10,10,10,7.5,0.02,NA,1750,1750,1750,"September 22nd, 2011",82.42,exportadora de cafe condor s.a,NA,1750 m.s.n.m
Arabica,Honduras,comayagua,Washed / Wet,7.5,7.58,7.33,7.5,7.42,7.42,10,10,10,7.58,0.1,Green,1396,1396,1396,"April 6th, 2017",82.33,bismarck castro,Caturra,1396
Arabica,Brazil,cerrado,Natural / Dry,7.33,7.5,7.5,7.33,7.5,7.5,10,10,10,7.67,0.11,Green,982,982,982,"February 9th, 2017",82.33,pedro santos e silva,Catuai,982
Arabica,Brazil,cerrado,Natural / Dry,7.42,7.42,7.42,7.5,7.5,7.58,10,10,10,7.5,0.11,Green,NA,NA,NA,"October 13th, 2016",82.33,gabriel barbara,NA,NA
Arabica,Brazil,south of minas,Natural / Dry,7.5,7.5,7.42,7.5,7.42,7.5,10,10,10,7.5,0.11,Bluish-Green,934,934,934,"August 16th, 2016",82.33,ipanema coffees,Bourbon,934
Arabica,Costa Rica,tarrazu,Washed / Wet,7.75,7.5,7.25,7.25,7.42,7.67,10,10,10,7.5,0.1,Bluish-Green,1850,1850,1850,"July 15th, 2016",82.33,"ceca, s.a.",Caturra,1850
Arabica,Costa Rica,tarrazu,Washed / Wet,7.75,7.33,7.5,7.5,7.33,7.58,10,10,10,7.33,0,Green,1550,1550,1550,"May 17th, 2016",82.33,rodrigo soto,Catuai,1550
Arabica,China,xishuangbanna prefecture,Pulped natural / honey,7.5,7.58,7.42,7.5,7.42,7.42,10,10,10,7.5,0.12,Green,1580,1580,1580,"April 5th, 2016",82.33,yunnan coffee exchange,Catimor,1580
Arabica,Brazil,south of minas,Natural / Dry,8.25,7.83,7.25,8.33,8.17,8.08,10,6.67,10,7.75,0.07,Green,1268,1268,1268,"October 8th, 2015",82.33,ipanema coffees,Bourbon,1268
Arabica,Brazil,chapadão de ferro (cerrado mineiro),Natural / Dry,7.42,7.5,7.5,7.42,7.5,7.58,10,10,10,7.42,0.11,Green,NA,NA,NA,"April 20th, 2015",82.33,bourbon specialty coffees,Mundo Novo,NA
Arabica,Guatemala,huehuetenango,Washed / Wet,7.5,7.42,7.17,7.83,7.5,7.5,10,10,10,7.42,0.1,Green,1676.4,1676.4,1676.4,"March 10th, 2015",82.33,juan luis alvarado romero,Bourbon,5500 metros
Arabica,Malawi,mzuzu,Washed / Wet,7.33,7.58,7.42,7.58,7.33,7.5,10,10,10,7.58,0.12,Green,1450,1450,1450,"November 4th, 2014",82.33,afca,Gesha,1450 m
Arabica,Brazil,south of minas,Natural / Dry,7.75,8.08,7.67,8.08,8.08,8,10,10,6.67,8,0.11,Blue-Green,1100,1100,1100,"October 15th, 2014",82.33,ipanema coffees,Bourbon,1100
Arabica,Guatemala,jalapa,Washed / Wet,7.58,7.67,7.5,7.58,7.75,7.5,9.33,10,10,7.42,0.12,Green,1524,1524,1524,"June 10th, 2014",82.33,juan luis alvarado romero,Pacas,5000 ft.
Arabica,Mexico,veracruz,Washed / Wet,7.33,7.58,7.42,7.5,7.5,7.5,10,10,10,7.5,0.11,Green,NA,NA,NA,"April 2nd, 2014",82.33,dane loraas,NA,NA
Arabica,Colombia,antioquia,Washed / Wet,7.42,7.33,7.5,7.17,7.08,8.33,10,10,10,7.5,0.1,Green,1300,1300,1300,"January 21st, 2014",82.33,the coffee source inc.,Caturra,1300
Arabica,Taiwan,changhua baguashan 彰化市八卦山,Semi-washed / Semi-pulped,7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.33,0.11,Green,200,200,200,"December 26th, 2013",82.33,cqi taiwan icp cqi台灣合作夥伴,Typica,200 m
Arabica,Taiwan,taichung xinshe 台中市新社區,Washed / Wet,7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.33,0.11,Green,600,600,600,"December 26th, 2013",82.33,cqi taiwan icp cqi台灣合作夥伴,Typica,600 m
Arabica,Guatemala,oriente,Washed / Wet,7.5,7.42,7.58,7.5,7.5,7.58,10,10,10,7.25,0.12,Green,1310.64,1310.64,1310.64,"July 16th, 2013",82.33,juan luis alvarado romero,Bourbon,4300
Arabica,Colombia,huila,Washed / Wet,7.5,7.42,7.5,7.5,7.5,7.58,10,10,10,7.33,0,Green,1750,1750,1750,"June 21st, 2013",82.33,exportadora de cafe condor s.a,Caturra,1750 msnm
Arabica,Mexico,"la concordia, chiapas",Washed / Wet,7.67,7.5,7.42,7.5,7.42,7.42,10,10,10,7.42,0.12,Green,1300,1300,1300,"March 15th, 2013",82.33,alfredo bojalil,Typica,1300
Arabica,Costa Rica,central valley,Washed / Wet,7.92,7.58,7.25,7.75,7.92,7.58,9.33,9.33,10,7.67,0,Green,NA,NA,NA,"October 9th, 2012",82.33,michael gavina,NA,NA
Arabica,Guatemala,jalapa,Washed / Wet,7.67,7.5,7.33,7.67,7.5,7.33,10,10,10,7.33,0.11,Green,1676.4,1828.8,1752.6,"October 5th, 2012",82.33,juan luis alvarado romero,Bourbon,5500-6000 psnm
Arabica,Mexico,"jaltocan, hidalgo",Natural / Dry,7.58,7.67,7.58,7.33,7,7.58,10,10,10,7.58,0.15,None,441,441,441,"September 27th, 2012",82.33,saul m. hernandez ramirez,Typica,441
Arabica,Mexico,veracruz,Washed / Wet,7.67,7.58,7.5,7.58,7.5,7.5,10,10,10,7,0.13,Green,1170,1170,1170,"August 31st, 2012",82.33,manuel herrera juarez,Bourbon,1170
Arabica,Guatemala,oriente,Washed / Wet,7.5,7.67,7.33,7.5,7.33,7.5,10,10,10,7.5,0.1,Green,1310.64,1310.64,1310.64,"May 23rd, 2012",82.33,juan luis alvarado romero,Bourbon,4300
Arabica,Brazil,grama valley,Natural / Dry,7.58,7.5,7.42,7.5,7.5,7.42,10,10,10,7.42,0.12,Green,1100,1100,1100,"April 11th, 2012",82.33,nucoffee,Mundo Novo,1100m
Arabica,Mexico,santa catarina juquila,Washed / Wet,8,7.75,7.33,7.33,7.08,7.67,9.33,10,10,7.83,0.11,Green,1200,1400,1300,"March 5th, 2012",82.33,maria luisa del carmen rojas narvaez,Typica,1200 a 1400
Arabica,Brazil,south of minas,Washed / Wet,7.58,7.58,7.25,7.58,7.42,7.5,10,10,10,7.42,0.11,Green,950,950,950,"February 17th, 2012",82.33,nucoffee,Mundo Novo,950m
Arabica,Colombia,huila,Natural / Dry,7.83,7.58,7.33,7.25,7.58,7.42,10,10,10,7.33,0,Green,442,442,442,"January 31st, 2012",82.33,carcafe ltda ci,Caturra,442 msnm
Arabica,Brazil,brazil matas de minas,Washed / Wet,7.58,7.5,7.25,7.42,7.67,7.33,10,10,10,7.5,0.09,Green,1100,1100,1100,"November 15th, 2017",82.25,klem organics,Catuai,1100
Arabica,Taiwan,NA,NA,7,7.08,7,7.17,7,7,10,10,10,10,0.1,Blue-Green,NA,NA,NA,"February 13th, 2017",82.25,cqi taiwan icp cqi台灣合作夥伴,NA,NA
Arabica,Guatemala,nuevo oriente,Washed / Wet,7.67,7.5,7.25,7.67,7.42,7.42,10,10,10,7.33,0.11,Green,1450,1450,1450,"August 31st, 2016",82.25,juan luis alvarado romero,Pacas,1450
Arabica,Brazil,south of minas,Natural / Dry,7.42,7.67,7.5,7.08,7.5,7.42,10,10,10,7.67,0,Green,1,1,1,"October 8th, 2015",82.25,ipanema coffees,Yellow Bourbon,1
Arabica,El Salvador,apaneca,Washed / Wet,7.58,7.67,7.5,7.67,7.83,8.42,9.33,9.33,9.33,7.58,0.12,Green,1500,1500,1500,"July 8th, 2015",82.25,consejo salvadoreño del café,Bourbon,1500
Arabica,Honduras,marcala,Washed / Wet,7.58,7.5,7.42,7.58,7.42,7.42,10,10,10,7.33,0.11,Green,1350,1350,1350,"April 15th, 2015",82.25,cadexsa,Catuai,1350
Arabica,Malawi,mzuzu,Washed / Wet,7.58,7.42,7.33,7.42,7.58,7.5,10,10,10,7.42,0.13,Blue-Green,1180,1180,1180,"November 4th, 2014",82.25,afca,Gesha,1180m
Arabica,Brazil,south of minas,Natural / Dry,7.75,7.58,7.42,7.42,7.33,7.33,10,10,10,7.42,0.11,Green,1100,1100,1100,"October 16th, 2014",82.25,ipanema coffees,Bourbon,1100
Arabica,Taiwan,nantou,Washed / Wet,7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.25,0.11,Green,650,650,650,"December 26th, 2013",82.25,cqi taiwan icp cqi台灣合作夥伴,Typica,650 m
Arabica,Mexico,veracruz,Washed / Wet,7.58,7.58,7.42,7.42,7.42,7.42,10,10,10,7.42,0.12,Blue-Green,1338,1338,1338,"July 19th, 2013",82.25,jesus carlos cardenas valdivia,Mundo Novo,1338
Arabica,United States (Hawaii),kona,Natural / Dry,7.33,7.42,7.5,7.67,7.5,7.42,10,10,10,7.42,0,Bluish-Green,NA,NA,NA,"May 3rd, 2013",82.25,kona pacific farmers cooperative,Hawaiian Kona,NA
Arabica,Mexico,"calnali, hidalgo",Washed / Wet,7.58,7.58,7.5,7.17,7.42,7.42,10,10,10,7.58,0.16,None,533,533,533,"September 27th, 2012",82.25,saul m. hernandez ramirez,Bourbon,533
Arabica,Guatemala,antigua,Washed / Wet,7.5,7.5,7.33,7.58,7.67,7.33,10,10,10,7.33,0.11,Green,1390.8024,1390.8024,1390.8024,"September 19th, 2012",82.25,juan luis alvarado romero,Bourbon,4563
Arabica,Mexico,veracruz,Washed / Wet,7.5,7.58,7.42,7.67,7.33,7.42,10,10,10,7.33,0.13,Green,1170,1170,1170,"August 31st, 2012",82.25,manuel herrera juarez,Bourbon,1170
Arabica,Mexico,juquila,Washed / Wet,7.67,7.58,7.33,7.5,7.42,7.42,10,10,10,7.33,0.12,Green,1250,1250,1250,"August 30th, 2012",82.25,guillermo rojas saldana,Typica,1250
Arabica,El Salvador,NA,Washed / Wet,7.75,7.33,7.33,7.5,7.5,7.5,10,10,10,7.33,0,Green,NA,NA,NA,"August 21st, 2012",82.25,adam kline,Other,NA
Arabica,Mexico,veracruz,Washed / Wet,7.33,7.58,7.42,7.67,7.33,7.5,10,10,10,7.42,0.11,Green,1100,1100,1100,"July 11th, 2012",82.25,sergio de la vequia bernardi,Typica,1100
Arabica,Mexico,canoas,Washed / Wet,7.42,7.5,7.42,7.58,7.42,7.5,10,10,10,7.42,0.1,Green,900,900,900,"April 2nd, 2012",82.25,organizaciones de productores de cafe colimense,Typica,900
Arabica,Colombia,huila,Washed / Wet,7.5,7.42,7.67,7.33,7.58,7.33,10,10,10,7.42,0.12,Green,1750,1750,1750,"February 22nd, 2012",82.25,exportadora de cafe condor s.a,Caturra,1750
Arabica,Colombia,huila,Washed / Wet,7.67,7.33,7.33,7.33,7.5,7.5,10,10,10,7.58,0.11,Green,1600,1950,1775,"February 9th, 2012",82.25,racafe & cia s.c.a,Caturra,de 1600 a 1950 msnm
Arabica,Brazil,NA,Natural / Dry,7.67,7.58,7.42,7,7.5,7.58,10,10,10,7.5,0.12,Green,NA,NA,NA,"January 23rd, 2012",82.25,nucoffee,Arusha,NA
Arabica,Colombia,cauca,NA,7.17,7.25,7.58,7.25,7.58,7.67,10,10,10,7.75,0.22,NA,NA,NA,NA,"March 1st, 2011",82.25,racafe & cia s.c.a,NA,NA
Arabica,Brazil,south of minas,Natural / Dry,7.42,7.42,7.5,7.42,7.42,7.5,10,10,10,7.5,0.11,Green,934,934,934,"August 16th, 2016",82.17,ipanema coffees,Bourbon,934
Arabica,Honduras,comayagua,Washed / Wet,7.5,7.5,7.17,7.42,7.5,7.5,10,10,10,7.58,0.11,Bluish-Green,1500,1500,1500,"June 9th, 2016",82.17,bismarck castro,Caturra,1500
Arabica,Nicaragua,jinotega,NA,7.5,7.5,7.33,7.42,7.5,7.42,10,10,10,7.5,0.1,Green,1000,1000,1000,"March 15th, 2016",82.17,"bencafe, s. a.",NA,1000
Arabica,"Tanzania, United Republic Of",ruvuma,Washed / Wet,7.58,7.42,7.42,7.33,7.5,7.42,10,10,10,7.5,0.13,Green,1500,1800,1650,"November 16th, 2015",82.17,langiro farm group,Bourbon,1500-1800
Arabica,"Tanzania, United Republic Of",northern,Washed / Wet,7.42,7.42,7.42,7.5,7.5,7.33,10,10,10,7.58,0.12,Green,1600,1600,1600,"October 20th, 2015",82.17,ibero coffee trading co (t) ltd,Other,1600
Arabica,Brazil,south of minas,Natural / Dry,6.92,7.58,7.42,7.33,7.83,7.5,10,10,10,7.58,0,Green,1,1,1,"October 8th, 2015",82.17,ipanema coffees,Yellow Bourbon,1
Arabica,Thailand,thailand,Washed / Wet,7.42,7.42,7.17,7.75,7.25,7.67,10,10,10,7.5,0.12,Bluish-Green,800,800,800,"June 9th, 2015",82.17,doi tung development project,NA,800++
Arabica,Honduras,marcala,Washed / Wet,7.67,7.5,7.25,7.42,7.58,7.42,10,10,10,7.33,0.11,Green,1350,1350,1350,"April 15th, 2015",82.17,cadexsa,Catuai,1350
Arabica,Guatemala,atitlan,Washed / Wet,7.42,7.42,7.5,7.5,7.42,7.5,10,10,10,7.42,0.09,Blue-Green,1500,1500,1500,"March 21st, 2015",82.17,essencecoffee,Bourbon,1500
Arabica,Brazil,cerrado,Natural / Dry,7.58,7.5,7.42,7.25,7.5,7.42,10,10,10,7.5,0.12,Green,NA,NA,NA,"January 15th, 2015",82.17,bourbon specialty coffees,Mundo Novo,NA
Arabica,"Tanzania, United Republic Of","ilomba vilage, mbozi",Washed / Wet,7.75,7.42,7.42,7.58,7.33,7.42,10,10,10,7.25,0.12,Green,1700,1700,1700,"December 15th, 2014",82.17,tembo coffee company ltd,Other,1700
Arabica,Mexico,veracruz,Washed / Wet,7.42,7.33,7.17,7.42,7.33,8.17,10,10,10,7.33,0.12,Green,1100,1100,1100,"July 15th, 2014",82.17,j.andrade,Other,1100
Arabica,Mexico,"la concordia, chiapas",Washed / Wet,7.5,7.5,7.33,7.42,7.5,7.42,10,10,10,7.5,0.1,None,1200,1600,1400,"April 10th, 2014",82.17,lusso lab,Other,1200-1600m
Arabica,Taiwan,yunlin 雲林縣石壁,Other,7.5,7.5,7.5,7.5,7.5,7.5,10,10,10,7.17,0.11,Green,1200,1200,1200,"December 26th, 2013",82.17,cqi taiwan icp cqi台灣合作夥伴,Typica,1200 m
Arabica,Taiwan,"dongshan dist., tainan city 臺南市東山區",Washed / Wet,7.67,7.5,7.5,7.17,7.17,7.58,10,10,10,7.58,0,Green,800,800,800,"May 29th, 2013",82.17,"lin, che-hao krude 林哲豪",Typica,800 m
Arabica,Colombia,huila,Washed / Wet,7.33,7.25,7.25,7.58,7.75,7.5,10,10,10,7.5,0,Bluish-Green,1750,1750,1750,"March 20th, 2013",82.17,exportadora de cafe condor s.a,Caturra,1750 msnm
Arabica,Mexico,san bartolo tutotepec,Washed / Wet,7.5,7.67,7,7.5,7.33,7.5,10,10,10,7.67,0.15,None,1144,1144,1144,"September 27th, 2012",82.17,saul m. hernandez ramirez,Typica,1144
Arabica,Guatemala,oriente,Washed / Wet,7.25,7.75,7,7.75,8.17,7.75,10,10,9.33,7.17,0.12,None,1350,1350,1350,"August 2nd, 2012",82.17,the coffee source inc.,Caturra,1350
Arabica,Mexico,altotonga,Washed / Wet,7.5,7.58,7.25,7.5,7.5,7.33,10,10,10,7.5,0.12,Green,1000,1000,1000,"July 11th, 2012",82.17,salvador caro carrion,Typica,1000
Arabica,Mexico,colima,Washed / Wet,7,7.67,7.5,7.5,7.42,7.5,10,10,10,7.58,0.1,Green,1200,1200,1200,"July 2nd, 2012",82.17,organizaciones de productores de cafe colimense,Typica,1200
Arabica,Colombia,huila,NA,7.58,7.67,7.42,7.17,7.17,7.75,10,10,10,7.42,0.08,NA,1800,1800,1800,"February 9th, 2011",82.17,exportadora de cafe condor s.a,NA,1800 msnm
Arabica,Indonesia,aceh gayo,Washed / Wet,7.5,7.5,7.42,7.42,7.5,7.42,10,10,10,7.33,0.15,NA,1300,1300,1300,"August 3rd, 2017",82.08,sanjava coffee,Bourbon,1300
Arabica,Colombia,huila,Washed / Wet,7.75,7.58,7.42,7.67,7.83,7.58,9.33,9.33,10,7.58,0,Green,NA,NA,NA,"February 20th, 2017",82.08,raúl vargas,Caturra,NA
Arabica,Brazil,south of minas,Natural / Dry,7.42,7.58,7.42,7.5,7.42,7.25,10,10,10,7.5,0.11,Green,894,894,894,"August 16th, 2016",82.08,ipanema coffees,Bourbon,894
Arabica,Brazil,south of minas,Natural / Dry,7.25,7.25,7.58,7.58,7.25,7.92,10,10,10,7.25,0,Green,1,1,1,"October 8th, 2015",82.08,ipanema coffees,Yellow Bourbon,1
Arabica,Costa Rica,tres rios,Washed / Wet,7.75,7.42,7.42,7.25,7.17,7.42,10,10,10,7.67,0,Blue-Green,1200,1400,1300,"April 10th, 2015",82.08,"cafetalera internacional cafinter, s.a.",Caturra,1200-1400 masl
Arabica,"Tanzania, United Republic Of",kilimanjaro,Washed / Wet,7.42,7.33,7.42,7.42,7.5,7.58,10,10,10,7.42,0.12,Green,1500,1500,1500,"March 25th, 2015",82.08,balam hinyula,Bourbon,1500
Arabica,"Tanzania, United Republic Of",ngorogoro,Washed / Wet,7.42,7.5,7.5,7.33,7.33,7.5,10,10,10,7.5,0.12,Green,1500,1700,1600,"January 8th, 2015",82.08,ngorogoro convenant estate,Other,1500 - 1700
Arabica,Colombia,NA,Washed / Wet,7.5,7.42,7.42,7.42,7.67,7.42,10,10,10,7.25,0.11,Green,NA,NA,NA,"September 12th, 2014",82.08,cafe politico,NA,NA
Arabica,Costa Rica,turrialba,Washed / Wet,7.58,7.33,7.33,7.33,7.5,7.67,10,10,10,7.33,0.11,Green,13,13,13,"March 21st, 2014",82.08,"ceca, s.a.",Caturra,1.3
Arabica,United States (Hawaii),kona,Natural / Dry,7.25,7.58,7.58,7.25,7.5,7.42,10,10,10,7.5,0.11,Bluish-Green,NA,NA,NA,"November 26th, 2012",82.08,kona pacific farmers cooperative,Hawaiian Kona,NA
Arabica,Mexico,coatepec,Washed / Wet,7.42,7.58,7.5,7.33,7.42,7.42,10,10,10,7.42,0.13,Green,1300,1300,1300,"September 10th, 2012",82.08,"el equimite, cafetal biodinámico",Typica,1300
Arabica,Mexico,tapachula,Washed / Wet,7.5,7.42,7.42,7.5,7.25,7.5,10,10,10,7.5,0.13,Green,1800,1800,1800,"August 30th, 2012",82.08,julio perez hernandez,Typica,1800
Arabica,Mexico,coatepec,Washed / Wet,7.67,7.5,7.25,7.58,7.42,7.33,10,10,10,7.33,0.11,Green,1250,1250,1250,"July 26th, 2012",82.08,rosa aurora falcon fernandez,Typica,1250
Arabica,Vietnam,don duong,Natural / Dry,7.67,8,7.17,7.08,7.67,7.08,10,10,10,7.42,0.12,Green,1040,1040,1040,"July 23rd, 2012",82.08,royal base corporation,Other,1040m
Arabica,Mexico,veracruz,Washed / Wet,7.58,7.42,7.25,7.75,7.33,7.42,10,10,10,7.33,0.11,Green,1250,1250,1250,"July 11th, 2012",82.08,sergio de la vequia bernardi,Typica,1250
Arabica,United States (Hawaii),kona,Washed / Wet,7.33,7.5,7.33,7.58,7.08,7.83,10,10,10,7.42,0.1,Green,NA,NA,NA,"February 23rd, 2012",82.08,kona pacific farmers cooperative,Hawaiian Kona,NA
Arabica,Colombia,cauca,NA,7.67,7.42,7.67,7.33,7.25,7.58,10,10,10,7.17,0.08,NA,1600,1600,1600,"April 18th, 2011",82.08,carcafe ltda ci,NA,1600 msnm
Arabica,Honduras,el paraíso,Washed / Wet,7.5,7.5,7.17,7.5,7.5,7.42,10,10,10,7.42,0.12,Green,1600,1600,1600,"June 1st, 2017",82,bismarck castro,Caturra,1600
Arabica,Honduras,guinope el paraíso,Natural / Dry,7.5,7.5,7.25,7.33,7.42,7.5,10,10,10,7.5,0.1,Green,1600,1600,1600,"April 6th, 2017",82,bismarck castro,Caturra,1600
